,width,N,R,Run,AgentId,Capacity,Conquered,Land Owned,Scaling A,Scaling B
3331,15,40,10,3,11,77,"[(6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (7, 10), (6, 11), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10)]","[(6, 9), (6, 9), (6, 9), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9), (5, 10), (6, 9)]",3,146
3330,15,40,10,3,10,129,"[(1, 8), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (2, 7), (1, 7), (1, 7), (2, 7), (2, 7), (2, 6), (2, 5), (1, 7), (2, 7), (2, 7), (2, 7), (1, 7), (1, 7), (2, 7), (1, 7), (2, 7), (1, 7), (2, 7), (1, 7), (1, 7), (2, 6), (2, 6), (2, 7), (1, 7), (1, 7), (12, 4), (11, 5), (12, 4), (12, 4), (12, 4), (12, 4), (12, 4), (12, 4), (11, 5), (11, 5), (11, 5), (12, 4), (12, 4), (11, 5), (11, 5), (11, 5), (12, 4), (11, 5), (11, 5), (11, 5), (11, 5), (12, 4)]","[(1, 6), (1, 5), (1, 5), (0, 6), (14, 5), (13, 4), (12, 4), (11, 3), (10, 4), (11, 3), (10, 4), (11, 3), (10, 4)]",3,264
3329,15,40,10,3,9,116,"[(12, 9), (12, 9), (12, 9), (11, 8), (11, 8), (9, 7), (12, 9), (0, 9), (1, 12), (1, 13), (0, 13)]","[(9, 6), (11, 6), (11, 7), (11, 9), (11, 8), (9, 7), (10, 6), (10, 7), (9, 7), (10, 7), (9, 7), (10, 7), (10, 7), (9, 7), (9, 7), (10, 7), (11, 6), (10, 7), (10, 7), (12, 9), (13, 9), (14, 10), (0, 11), (1, 10), (0, 10), (14, 11), (0, 11), (0, 11), (0, 12), (0, 13)]",1,221
3328,15,40,10,3,8,69,"[(7, 12), (7, 12), (7, 12), (7, 12), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10)]","[(5, 10)]",1,539
3327,15,40,10,3,7,107,"[(11, 5), (11, 5), (11, 5), (10, 5), (12, 2), (12, 2), (12, 2), (12, 2), (12, 3), (12, 4), (10, 6), (11, 5), (10, 6), (11, 5), (11, 5), (11, 5), (12, 3), (13, 2), (11, 4), (10, 5), (10, 5), (10, 5), (11, 5), (11, 5), (11, 5), (11, 5), (11, 5), (10, 5), (11, 5), (11, 5), (11, 5), (11, 5)]","[(7, 4), (7, 2), (8, 2), (7, 3), (11, 3), (11, 2), (11, 1), (10, 4), (10, 4), (11, 3), (10, 4), (11, 3), (10, 4), (10, 4), (11, 3), (10, 4), (11, 3), (10, 4), (10, 4), (10, 4)]",3,173
3326,15,40,10,3,6,62,"[(5, 12), (4, 13), (6, 14), (6, 14), (6, 14), (6, 14), (6, 14), (7, 2), (8, 4), (7, 4), (8, 4), (7, 4), (7, 3), (7, 4), (7, 3), (7, 4), (8, 4), (8, 4), (8, 4), (7, 4), (8, 4), (7, 4), (7, 4), (7, 4), (8, 4), (7, 3), (8, 1), (7, 2), (6, 1), (6, 2), (7, 2), (8, 1), (7, 2), (7, 2), (6, 1), (7, 12), (7, 12), (7, 12), (7, 10)]","[(14, 8), (0, 8), (14, 9), (1, 9), (14, 10), (0, 10), (2, 9), (2, 10), (0, 11), (1, 11), (3, 10), (3, 11), (1, 12), (2, 13), (7, 3), (5, 0), (5, 0), (5, 0), (5, 13), (5, 12), (6, 11), (5, 10), (5, 10), (5, 10), (6, 9), (5, 10)]",3,174
3333,15,40,10,3,13,53,"[(4, 4), (5, 5), (6, 6), (5, 7), (5, 7), (5, 7), (6, 6), (6, 6), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (6, 6), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (5, 7), (6, 6), (5, 7), (5, 7), (6, 6), (5, 7), (5, 7), (5, 7), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (5, 7), (6, 6), (6, 6), (5, 7), (5, 7), (6, 6), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (6, 6), (6, 6), (6, 6), (6, 6), (6, 6), (5, 7), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (6, 6), (6, 6), (6, 6), (5, 7), (5, 7), (6, 6), (6, 6), (6, 6), (6, 6), (6, 6), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (6, 6), (5, 7), (5, 7), (6, 6), (6, 6)]","[(4, 6)]",2,261
3556,15,40,20,3,36,116,"[(11, 12), (13, 12), (13, 12), (11, 12), (10, 11), (10, 11), (11, 12), (12, 11), (11, 12), (10, 11), (11, 12), (11, 12), (11, 12), (12, 11), (11, 12), (11, 12), (12, 11), (10, 11), (11, 12), (11, 12), (11, 12), (11, 12), (11, 12), (12, 11), (10, 11), (10, 11), (10, 11), (10, 11), (10, 11), (11, 12), (10, 11), (11, 12), (10, 11), (10, 11), (10, 11), (10, 11), (11, 12), (11, 12)]","[(12, 9), (12, 10), (11, 11), (11, 8), (10, 9), (10, 11), (10, 11), (10, 11), (9, 10), (10, 11)]",1,179
3344,15,40,10,3,24,92,"[(5, 7), (5, 7), (5, 7), (6, 6), (6, 6), (6, 6), (6, 6), (5, 7), (6, 6), (5, 5), (5, 7), (6, 6), (6, 6), (5, 7), (4, 6), (4, 6), (6, 6), (5, 7), (5, 7), (5, 7), (5, 7), (6, 6), (6, 6), (6, 6), (6, 6), (6, 6), (6, 6), (5, 5), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (5, 7), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10)]","[(5, 8), (4, 6), (4, 6), (4, 6), (5, 5), (5, 5), (4, 6), (4, 6), (4, 6), (4, 6), (4, 6), (4, 6), (4, 6), (4, 6), (6, 9), (6, 9), (6, 9)]",1,195
3345,15,40,10,3,25,75,"[(1, 10), (14, 10), (14, 10), (14, 10), (1, 10), (1, 10), (1, 10), (1, 10), (1, 12), (1, 12), (1, 12), (2, 11), (1, 12), (2, 11), (1, 12), (2, 11), (1, 12), (0, 11), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (1, 7), (0, 8), (0, 8), (2, 7), (2, 7), (1, 7), (0, 6), (0, 6), (2, 7)]","[(14, 8), (14, 10), (13, 9), (14, 8), (0, 6), (0, 6), (0, 6), (0, 6), (0, 6)]",1,164
3934,15,40,40,3,14,151,"[(1, 6), (1, 6), (1, 6), (1, 6), (1, 6), (1, 3), (1, 4), (1, 5), (1, 6), (1, 6), (1, 5), (1, 6), (1, 8), (2, 7), (1, 6), (1, 6), (1, 5), (1, 5), (1, 5), (1, 6), (13, 8), (13, 8), (13, 8), (13, 8), (13, 8), (12, 7), (13, 8), (13, 8), (13, 8), (12, 7), (13, 8), (12, 7), (12, 7), (13, 8), (12, 7), (12, 7), (13, 8), (12, 7), (12, 7), (12, 7), (13, 8), (12, 7)]","[(0, 4), (0, 4), (0, 5), (1, 6), (0, 7), (14, 7), (13, 6), (12, 7), (12, 7), (12, 7), (12, 7), (12, 7), (12, 7), (12, 7), (12, 7), (12, 7), (12, 7)]",1,209
3935,15,40,40,3,15,77,"[(2, 7), (14, 5), (0, 5), (14, 5), (1, 6), (1, 6), (1, 5), (1, 8), (2, 7), (6, 7), (9, 5), (8, 5), (9, 5), (8, 5), (9, 5), (8, 5), (9, 5), (8, 5), (8, 5), (9, 5), (8, 5), (8, 5), (8, 5), (9, 5), (9, 5), (9, 5), (9, 5), (9, 5), (8, 5), (8, 5), (8, 5), (9, 5), (9, 5), (9, 5), (9, 5), (9, 5), (8, 5), (8, 5), (8, 5), (8, 5), (9, 5), (8, 5), (9, 5), (8, 5), (9, 5), (9, 5), (9, 5), (8, 5)]","[(2, 6), (0, 5), (0, 5), (1, 6), (3, 5), (4, 6), (5, 5), (6, 5)]",3,206
3936,15,40,40,3,16,73,"[(12, 0), (12, 0), (11, 2), (12, 1), (12, 12), (12, 11), (12, 12), (12, 11), (12, 11), (12, 11), (12, 11), (12, 12), (12, 12), (12, 11), (12, 12), (13, 12), (12, 12), (13, 10), (13, 8), (13, 8), (12, 7), (12, 7), (12, 7), (12, 7), (13, 8), (12, 7), (12, 7), (12, 7), (12, 7), (13, 8), (13, 8), (12, 7), (12, 7), (12, 7)]","[(10, 13), (11, 14), (12, 12), (11, 11), (11, 10), (11, 11), (11, 10), (11, 10), (12, 8), (12, 7), (12, 7), (11, 6)]",6,178
3937,15,40,40,3,17,136,"[(3, 4), (3, 4), (3, 4), (3, 5), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 5), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4)]","[(4, 2), (4, 3), (4, 4), (3, 3), (3, 3), (2, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (3, 3), (2, 3), (3, 3), (2, 3), (3, 3), (2, 3), (3, 3), (2, 3), (3, 3), (3, 3), (2, 3), (3, 3), (2, 3), (3, 3), (3, 3), (2, 3), (3, 3)]",3,186
3938,15,40,40,3,18,77,"[(13, 7), (13, 8), (13, 8), (12, 9), (12, 10), (13, 12), (12, 12), (12, 12), (12, 12), (12, 12), (11, 13), (12, 12), (12, 12), (11, 13), (11, 13), (12, 12), (12, 11), (12, 11), (9, 8), (9, 8), (9, 5), (8, 4), (8, 4), (8, 5), (9, 5), (9, 5), (9, 5), (9, 5), (8, 5), (9, 5), (9, 5), (8, 5), (9, 5)]","[(11, 4), (12, 4), (10, 5), (11, 6), (13, 5), (10, 8), (10, 9), (10, 10), (11, 11), (11, 11), (11, 10), (11, 10), (10, 8), (9, 8), (10, 8), (10, 7), (9, 6), (8, 6), (7, 8), (6, 7), (5, 6), (6, 5), (7, 4), (7, 4), (7, 4)]",1,167
3939,15,40,40,3,19,143,"[(4, 7), (4, 9), (4, 9), (5, 7), (5, 7), (5, 7), (4, 8), (6, 7), (8, 5), (7, 6), (7, 6), (7, 6), (7, 6), (6, 6), (6, 7), (7, 6), (6, 6), (6, 7), (8, 5), (8, 4), (9, 4), (8, 5), (9, 5), (9, 6), (7, 2), (7, 1), (7, 1), (7, 2), (7, 2), (9, 5), (9, 5), (9, 5), (9, 6), (9, 5), (9, 5), (9, 6), (9, 5)]","[(0, 2), (1, 2), (14, 4), (0, 4), (2, 3), (2, 4), (3, 5), (4, 6), (5, 4), (6, 5), (7, 5), (6, 5), (6, 3), (6, 1), (7, 4), (7, 4), (6, 5), (7, 4), (8, 4), (7, 3), (8, 4), (8, 4), (7, 4), (8, 4), (7, 4), (8, 4), (8, 4), (7, 4), (8, 4), (8, 4), (7, 4), (8, 4), (8, 4), (7, 4)]",6,221
3940,15,40,40,3,20,60,"[(12, 0), (12, 0), (13, 13), (12, 14), (12, 14), (13, 13), (12, 14), (12, 12), (12, 12), (12, 12), (12, 11), (12, 12), (12, 12), (12, 11), (12, 12), (12, 11), (12, 12), (12, 11), (12, 11), (12, 11), (12, 12), (12, 11), (12, 11), (12, 11), (12, 11), (12, 11), (12, 11), (12, 12), (12, 12), (12, 11), (12, 11), (12, 11), (12, 11), (12, 11), (12, 11), (12, 11), (12, 11), (12, 12), (12, 12), (12, 12), (12, 11), (12, 11), (12, 11), (12, 11), (12, 11), (12, 12), (12, 0)]","[(11, 10), (11, 11), (12, 11), (12, 12), (13, 12), (12, 13), (11, 14)]",3,171
3941,15,40,40,3,21,71,"[(0, 8), (1, 10), (2, 12), (1, 11), (1, 10), (3, 11), (2, 12), (3, 11), (3, 11), (2, 12), (3, 11), (2, 12), (2, 12), (3, 11), (3, 11), (2, 12), (2, 12), (3, 11), (3, 11), (2, 12), (2, 12), (2, 12), (3, 11), (3, 11), (3, 11), (3, 11), (2, 12), (3, 11)]","[(13, 6), (13, 7), (13, 8), (1, 11), (1, 11), (1, 11), (1, 11), (1, 11), (1, 11), (1, 11), (1, 11), (1, 11), (2, 10), (1, 11), (1, 11), (2, 10), (1, 11), (2, 10), (1, 11), (2, 10), (1, 11), (2, 10), (1, 11), (2, 10), (1, 11), (1, 11), (2, 10), (1, 11), (2, 10)]",1,159
3942,15,40,40,3,22,122,"[(0, 9), (14, 10), (2, 12), (1, 12), (12, 12), (13, 13), (14, 13), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (14, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (0, 2), (0, 2), (14, 3), (14, 3), (0, 2), (0, 2)]","[(12, 8), (12, 10), (14, 11), (14, 12), (12, 11), (11, 10), (14, 14), (14, 0), (14, 1), (14, 1), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (14, 1), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1)]",1,163
3943,15,40,40,3,23,88,"[(2, 7), (1, 6), (1, 5), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2)]","[(14, 3), (14, 1), (14, 1), (13, 2), (14, 1), (13, 2), (13, 2), (14, 1), (13, 2), (13, 2), (14, 1), (13, 2), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (13, 2), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (13, 2), (13, 2)]",1,145
3944,15,40,40,3,24,59,"[(5, 13), (6, 0), (6, 14), (7, 1), (8, 0), (8, 0), (9, 14), (8, 0), (10, 0), (10, 0), (10, 1), (9, 13), (9, 13), (9, 13), (9, 13), (10, 0), (9, 14), (8, 0), (9, 14), (9, 14), (10, 0), (9, 14), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (9, 14), (9, 14), (9, 14), (9, 14), (10, 0)]","[(4, 14), (3, 13), (3, 12), (4, 14), (6, 0), (6, 1), (6, 0), (9, 0), (8, 13)]",1,193
3945,15,40,40,3,25,122,"[(11, 5), (9, 8), (12, 7), (11, 8), (10, 7), (10, 9), (10, 10), (9, 11), (9, 12), (7, 12), (8, 12), (9, 12), (7, 12), (8, 12), (9, 12), (7, 12), (8, 12), (12, 11), (12, 11), (12, 12), (12, 11), (11, 11), (9, 13), (9, 14), (9, 13), (9, 14), (9, 14), (9, 13), (9, 14), (10, 13), (9, 14), (9, 14), (9, 14), (9, 14), (10, 0), (9, 14), (9, 14), (9, 14), (9, 14), (9, 14), (10, 0), (9, 14), (10, 0), (10, 0), (10, 0)]","[(5, 0), (6, 0), (7, 0), (5, 1), (7, 1), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (6, 4), (7, 4), (8, 4), (9, 2), (10, 2), (10, 3), (9, 4), (11, 3), (9, 5), (7, 5), (7, 6), (8, 6), (7, 9), (7, 10), (9, 11), (11, 10), (11, 11), (11, 10), (8, 13), (8, 13), (8, 13), (9, 14)]",1,188
3946,15,40,40,3,26,93,"[(0, 2), (14, 3), (14, 4), (12, 4), (14, 3), (14, 4), (14, 3), (0, 2), (0, 2), (0, 2), (0, 2), (14, 3), (14, 3), (14, 3), (0, 2), (0, 2)]","[(13, 4), (12, 3), (13, 2), (13, 2), (13, 2), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (13, 2), (14, 1), (13, 2), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (13, 2), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2), (14, 1), (13, 2)]",2,136
3349,15,40,10,3,29,107,"[(9, 7), (9, 8), (9, 9), (8, 13), (10, 14), (11, 13), (12, 12), (11, 11), (9, 12), (8, 13), (9, 12), (7, 10), (7, 10), (6, 11), (7, 10), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (8, 13), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10)]","[(2, 2), (3, 2), (4, 2), (2, 3), (4, 3), (2, 4), (3, 4), (5, 3), (5, 4), (4, 5), (6, 4), (6, 5), (4, 6), (5, 6), (6, 6), (7, 4), (8, 4), (8, 5), (7, 6), (9, 5), (7, 7), (7, 8), (9, 10), (10, 11), (9, 12), (9, 12), (9, 13), (12, 11), (11, 11), (5, 10), (5, 10), (6, 9), (5, 10), (6, 9), (6, 9), (6, 9), (6, 9), (6, 9), (8, 11), (6, 11), (5, 10), (5, 10), (5, 10), (5, 10), (6, 9), (5, 10), (6, 9), (6, 9), (6, 9), (6, 9), (6, 9), (6, 9)]",2,219
3348,15,40,10,3,28,53,"[(14, 5), (14, 6), (13, 7), (14, 6), (13, 7), (14, 6), (11, 8), (11, 8), (11, 7), (11, 8), (11, 7), (11, 8), (11, 8), (11, 8), (11, 8), (11, 8), (11, 8), (11, 8), (11, 8), (11, 8), (11, 8), (11, 8), (9, 7), (9, 7), (11, 5), (10, 6), (8, 7), (10, 6), (10, 6), (10, 6), (10, 6), (10, 6), (11, 5), (11, 5)]","[(9, 0), (10, 0), (11, 0), (9, 1), (9, 2), (10, 2), (11, 1), (12, 1), (12, 2), (10, 3), (13, 2), (13, 3), (12, 4), (14, 3), (14, 4), (12, 5), (11, 6), (9, 7), (9, 7), (9, 7), (10, 7), (10, 7), (10, 7), (10, 7), (9, 7), (12, 4), (11, 3), (11, 3), (10, 4), (11, 3), (10, 4), (11, 3), (10, 4), (11, 3)]",2,169
3347,15,40,10,3,27,63,"[(11, 8), (11, 8), (11, 8), (10, 8), (11, 8), (10, 9), (10, 8), (10, 9), (10, 8), (10, 8), (10, 9), (10, 9), (10, 8), (10, 9), (11, 8), (10, 8), (11, 8), (10, 8), (11, 8), (11, 8), (10, 8), (11, 8), (10, 9), (10, 8), (10, 9), (11, 8), (10, 8), (10, 9), (10, 8), (11, 8), (9, 9)]","[(9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (10, 7), (9, 9), (10, 10)]",1,142
3346,15,40,10,3,26,75,"[(5, 12), (6, 11), (7, 10), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (7, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11), (6, 11)]","[(2, 8), (3, 8), (4, 8), (4, 9), (4, 10), (5, 11), (5, 10), (5, 10), (5, 10), (5, 10), (5, 10)]",1,173
3932,15,40,40,3,12,67,"[(3, 11), (2, 12), (2, 12), (3, 11), (3, 11), (2, 12), (2, 12), (2, 12), (2, 12), (3, 11), (2, 12), (2, 11), (3, 11), (3, 11), (2, 12), (3, 11), (2, 12), (2, 12), (3, 11), (3, 11), (3, 11), (3, 11)]","[(1, 13), (0, 12), (1, 11), (1, 11), (1, 11), (1, 11), (1, 11), (2, 10), (1, 11), (1, 11), (2, 10), (1, 11), (1, 11), (2, 10), (2, 10), (2, 10), (1, 11), (2, 10), (2, 10), (2, 10), (1, 11), (2, 10)]",1,139
137,10,10,30,3,7,59,"[(5, 8), (5, 0), (6, 0), (5, 0), (6, 0), (6, 9), (6, 0), (5, 0), (6, 0), (5, 0), (5, 9), (6, 8), (5, 9), (6, 8), (2, 6), (2, 8), (4, 8), (4, 7), (4, 8), (1, 7), (2, 7), (4, 8), (4, 8), (2, 7), (4, 8), (4, 8), (2, 7)]","[(5, 6), (3, 8), (3, 8), (4, 8), (4, 8), (3, 8), (4, 7), (1, 7), (1, 6), (2, 6), (1, 6)]",1,176
138,10,10,30,3,8,86,"[(8, 0), (7, 1), (7, 2), (5, 2), (5, 4), (4, 4), (6, 5), (2, 7), (3, 6), (3, 7), (3, 6), (3, 7), (3, 7), (3, 6), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 4), (2, 3), (2, 3), (2, 4), (2, 4), (2, 3), (2, 3), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 4), (2, 3), (2, 4), (1, 5), (2, 4), (1, 5), (1, 5), (2, 4), (2, 3), (2, 4), (2, 3), (2, 3), (2, 4), (2, 3), (2, 3), (2, 3), (2, 4), (2, 4), (2, 3), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 4), (2, 3), (2, 3), (2, 4), (2, 4), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 4), (2, 4), (2, 4)]","[(6, 6), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 0), (5, 1), (4, 2), (3, 1), (2, 0), (1, 9), (0, 8), (1, 7), (1, 6), (1, 6)]",1,303
139,10,10,30,3,9,75,"[(6, 5), (6, 5), (9, 5), (8, 5), (9, 4), (0, 4), (5, 3), (6, 4), (4, 6), (5, 7), (4, 9), (5, 8), (5, 9), (4, 9), (5, 9), (4, 9), (5, 9), (5, 8), (6, 7), (5, 7), (5, 7), (5, 8), (5, 8), (5, 8), (5, 8), (5, 7), (4, 6), (4, 4), (4, 4), (5, 4), (5, 7), (5, 6), (6, 5), (5, 7)]","[(5, 2), (6, 2), (7, 2), (7, 3), (8, 2), (7, 3), (8, 4), (8, 5), (7, 6), (6, 6), (4, 4), (4, 3), (4, 3), (3, 3), (5, 4), (4, 5), (4, 6), (3, 6)]",1,154
3535,15,40,20,3,15,79,"[(9, 13), (9, 14), (7, 1), (6, 1), (7, 0), (6, 1), (7, 2), (6, 1), (7, 0), (8, 0), (10, 0), (10, 0), (10, 0), (9, 14), (7, 0), (8, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 14), (10, 0), (9, 14)]","[(5, 9), (6, 9), (7, 9), (5, 10), (7, 10), (6, 11), (8, 10), (8, 11), (7, 12), (9, 11), (9, 12), (7, 13), (5, 0), (9, 14), (6, 14), (5, 0), (6, 1), (6, 2)]",3,167
3534,15,40,20,3,14,76,"[(14, 3), (13, 2), (12, 3), (12, 2), (13, 1), (13, 2), (13, 1), (12, 2), (13, 1), (13, 1), (12, 2), (13, 2), (12, 3), (12, 2), (14, 2), (13, 2), (14, 2), (14, 2), (14, 2), (14, 2), (14, 2), (13, 1), (13, 1), (13, 1), (13, 2), (13, 1), (12, 1), (14, 2), (14, 2)]","[(9, 13), (10, 13), (11, 14), (12, 1), (12, 1), (12, 1), (12, 1), (12, 1), (12, 0), (12, 1), (12, 0), (12, 0), (12, 1), (12, 1), (12, 0), (12, 0), (12, 1), (12, 0), (12, 0), (12, 0)]",1,171
3533,15,40,20,3,13,124,"[(6, 2), (7, 3), (8, 3), (6, 4), (6, 4), (7, 3), (7, 5), (6, 4), (7, 3), (8, 3), (6, 4), (6, 4), (6, 3), (6, 4), (7, 3), (6, 4), (7, 9), (7, 9), (7, 9)]","[(0, 11), (1, 11), (2, 11), (0, 12), (2, 12), (1, 13), (3, 13), (2, 14), (4, 13), (4, 14), (2, 0), (3, 0), (5, 14), (3, 1), (6, 0), (5, 0), (7, 0), (7, 1), (6, 1), (5, 0), (6, 14), (5, 13), (6, 12), (7, 11), (6, 10), (6, 8), (5, 9), (6, 8), (5, 9), (5, 9), (6, 8), (5, 9), (5, 9), (5, 9), (5, 9), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9)]",6,157
